"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지평균농도","오염범례"
"2022-02-23","12:04","충남","예산군","아리랑로","충청남도 예산군 예산읍 주교리 221-4도","충청남도 예산군 예산읍 향천리 324도","-1","38","144","보통"
"2022-02-23","13:51","충남","공주시","웅진로","충청남도 공주시 금학동 250-26도","충청남도 공주시 신관동 495-102 도","1","30","8","매우좋음"
"2022-02-23","14:02","충남","공주시","무령로","충청남도 공주시 웅진동 546-2전","충청남도 공주시 금흥동 551 도","1","29","7","매우좋음"
"2022-02-23","14:14","충남","공주시","금벽로","충청남도 공주시 반포면 온천리 산43-4 도","충청남도 공주시 우성면 상서리 212-3도","2","29","5","매우좋음"
"2022-02-23","14:19","충남","공주시","번영1로","충청남도 공주시 신관동 637도","충청남도 공주시 월송동 528-19 도","1","27","7","매우좋음"
"2022-02-23","14:50","세종","-","한누리대로","세종특별자치시 세종특별자치시 대평동 643 도","세종특별자치시 세종특별자치시 대평동 265-9 도","2","24","4","매우좋음"
"2022-02-24","09:18","대전","유성구","원신흥로","대전광역시 유성구 원신흥동 589도","대전광역시 유성구 상대동 498도","-4","52","56","좋음"
"2022-02-24","09:22","대전","유성구","도안대로","대전광역시 유성구 대정동 737-1도","대전광역시 유성구 봉명동 1058도","-3","50","27","매우좋음"
"2022-02-24","09:30","대전","유성구","대학로","대전광역시 유성구 봉명동 1058도","대전광역시 유성구 가정동 50도","-3","49","40","매우좋음"
"2022-02-24","09:35","대전","유성구","온천동로","대전광역시 유성구 봉명동 4-1도","대전광역시 유성구 봉명동 1058도","-2","47","40","매우좋음"
"2022-02-24","09:39","대전","유성구","도안동로","대전광역시 유성구 봉명동 1058도","대전광역시 유성구 원신흥동 609 도","-2","47","23","매우좋음"
"2022-02-24","10:15","대전","대덕구","신탄진로","대전광역시 대덕구 신탄진동 756천","대전광역시 대덕구 읍내동 519-6 도","-2","35","21","매우좋음"
"2022-02-24","10:26","대전","동구","동서대로","대전광역시 동구 가양동 665도","대전광역시 동구 삼성동 458도","-1","34","22","매우좋음"
"2022-02-24","10:35","대전","중구","중앙로","대전광역시 중구 은행동 331천","대전광역시 중구 용두동 155도","-1","33","11","매우좋음"
"2022-02-24","10:46","대전","서구","도산로","대전광역시 서구 용문동 204 천","대전광역시 서구 도마동 440-2천","0","31","12","매우좋음"
"2022-02-24","13:12","충남","계룡시","계룡대로","충청남도 계룡시 신도안면 남선리 산1-14 도","충청남도 계룡시 두마면 왕대리 174-4도","3","33","6","매우좋음"
"2022-02-24","13:59","충남","논산시","대학로","충청남도 논산시 관촉동 376-1 구","충청남도 논산시 내동 494-24 도","4","34","16","매우좋음"
"2022-02-24","14:04","충남","논산시","득안대로","충청남도 논산시 연무읍 마전리 138 도","충청남도 공주시 계룡면 월곡리 42-6답","4","35","22","매우좋음"
"2022-02-24","14:40","충남","부여군","계백로","충청남도 부여군 부여읍 쌍북리 568-7도","충청남도 부여군 규암면 반산리 357 도","5","33","23","매우좋음"
"2022-02-24","14:47","충남","부여군","사비로","충청남도 부여군 부여읍 구아리 439 도","충청남도 부여군 부여읍 동남리 177-3 도","5","32","25","매우좋음"
"2022-02-24","14:52","충남","부여군","성왕로","충청남도 부여군 부여읍 군수리 53-1 답","충청남도 부여군 부여읍 가탑리 5-18 답","5","35","16","매우좋음"
"2022-02-25","10:19","충남","서천군","사곡로","충청남도 서천군 서천읍 사곡리 339-3 도","충청남도 서천군 서천읍 화금리 670-8 도","2","68","6","매우좋음"
"2022-02-25","10:23","충남","서천군","서문로","충청남도 서천군 문산면 은곡리 산3-3 임","충청남도 서천군 서천읍 군사리 173-4 도","2","71","10","매우좋음"
"2022-02-25","10:24","충남","서천군","충절로","충청남도 서천군 한산면 원산리 333 구","충청남도 서천군 서천읍 군사리 817-7 도","2","70","13","매우좋음"
"2022-02-25","10:43","충남","서천군","서인로","충청남도 서천군 비인면 성북리 317-2 도","충청남도 서천군 서면 마량리 339-7 잡","3","71","50","매우좋음"
