"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지평균농도","오염범례"
"2022-01-10","12:35","경기","용인시 기흥구","기흥로","경기도 용인시 기흥구 신갈동 679","경기도 용인시 기흥구 구갈동 480-17","4","51","37","매우좋음"
"2022-01-10","12:35","경기","용인시 기흥구","기흥로","경기도 용인시 기흥구 신갈동 679","경기도 용인시 기흥구 구갈동 480-17","4","51","37","매우좋음"
"2022-01-10","12:47","경기","용인시 기흥구","신갈로","경기도 용인시 기흥구 상갈동 124-19","경기도 용인시 기흥구 신갈동 388-749","4","52","30","매우좋음"
"2022-01-10","12:47","경기","용인시 기흥구","신갈로","경기도 용인시 기흥구 상갈동 124-19","경기도 용인시 기흥구 신갈동 388-749","4","52","30","매우좋음"
"2022-01-10","14:21","경기","용인시 처인구","금령로","경기도 용인시 처인구 김량장동 380","경기도 용인시 처인구 마평동 759","5","41","61","좋음"
"2022-01-10","14:21","경기","용인시 처인구","금령로","경기도 용인시 처인구 김량장동 380","경기도 용인시 처인구 마평동 759","5","41","61","좋음"
"2022-01-10","14:30","경기","용인시 기흥구","중부대로","경기도 용인시 처인구 마평동 531-2","경기도 용인시 처인구 역북동 708-24","5","44","46","매우좋음"
"2022-01-10","14:30","경기","용인시 기흥구","중부대로","경기도 용인시 처인구 마평동 531-2","경기도 용인시 처인구 역북동 708-24","5","44","46","매우좋음"
"2022-01-10","15:02","경기","용인시 수지구","도마치로","경기도 용인시 수지구 신봉동 1004","경기도 용인시 수지구 성복동 361-9","4","51","20","매우좋음"
"2022-01-10","15:02","경기","용인시 수지구","도마치로","경기도 용인시 수지구 신봉동 1004","경기도 용인시 수지구 성복동 361-9","4","51","20","매우좋음"
"2022-01-10","15:09","경기","용인시 수지구","성복2로","경기도 용인시 수지구 성복동 646-88","경기도 용인시 수지구 성복동 74-7","4","52","18","매우좋음"
"2022-01-10","15:09","경기","용인시 수지구","성복2로","경기도 용인시 수지구 성복동 646-88","경기도 용인시 수지구 성복동 74-7","4","52","18","매우좋음"
"2022-01-14","12:12","서울","구로구","서해안로","서울특별시 구로구 항동 229-3","서울특별시 구로구 개봉동 242-6","-4","36","152","나쁨"
"2022-01-14","15:09","경기","김포시","중구로","경기도 김포시 북변동 264-1","경기도 김포시 북변동 449-7","0","29","324","매우나쁨"
"2022-01-14","15:19","경기","김포시","북변중로","경기도 김포시 북변동 142-6","경기도 김포시 사우동 632-2","0","30","152","나쁨"
"2022-01-14","16:43","인천","동구","인중로","인천광역시 동구 송림동 4-161","인천광역시 동구 만석동 6-138","-1","42","72","좋음"
"2022-01-14","16:57","인천","동구","화도진로","인천광역시 동구 만석동 21-104","인천광역시 동구 금곡동 8-1","-1","43","43","매우좋음"
"2022-01-14","17:11","인천","동구","제물량로","인천광역시 동구 만석동 36-5","인천광역시 동구 화수동 7-24","-1","45","5","매우좋음"
"2022-01-14","17:17","인천","동구","송현로","인천광역시 동구 송현동 38-30","인천광역시 동구 송현동 72-129","-1","45","34","매우좋음"
"2022-01-14","11:10","경기","안산시 단원구","삼일로","경기도 안산시 단원구 원곡동 993-19","경기도 안산시 상록구 성포동 214-1","-4","34","151","나쁨"
"2022-01-14","13:04","경기","안산시 단원구","중앙대로","경기도 안산시 단원구 실길동 1441","경기도 안산시 상록구 이동 614-28","0","27","107","보통"
"2022-01-14","13:34","경기","안산시 단원구","신안산대학로","경기도 안산시 단원구 초지동 803","경기도 안산시 단원구 초지동 660-27","-1","35","115","보통"
"2022-01-14","13:40","경기","안산시 상록구","해안로","경기도 안산시 단원구 초지동 660-27","경기도 안산시 상록구 팔곡일동 565-4","0","33","45","매우좋음"
"2022-01-14","14:11","경기","안산시 상록구","수인로","경기도 안산시 상록구 수암동 126-14","경기도 안산시 상록구 사사동 170-1","1","23","28","매우좋음"
"2022-01-14","15:35","경기","안산시 단원구","동산로","경기도 안산시 단원구 원시동 726-2","경기도 안산시 단원구 선부동 1072-5","0","37","143","보통"
"2022-01-17","13:53","충북","청주시 청원구","중부로","충청북도 청주시 청원구 오창읍 양청리 898","충청북도 청주시 청원구 오창읍 송대리 312-2","1","52","78","좋음"
"2022-01-17","14:28","충북","청주시 흥덕구","풍산로","충청북도 청주시 흥덕구 가경동 1193","충청북도 청주시 흥덕구 가경동 1416-3","1","53","161","나쁨"
"2022-01-17","15:22","충남","천안시 동남구","천안대로","충청남도 천안시 동남구 삼룡동 401-7","충청남도 천안시 동남구 신부동 305-30","0","82","4","매우좋음"
"2022-01-18","11:50","경기","오산시","경기대로","경기도 오산시 세교동161-2","경기도 오산시 갈곶동 185","-3","34","269","매우나쁨"
"2022-01-18","13:38","경기","수원시 영통구","봉영로","경기도 수원시 영통구 영통동 945-2","경기도 수원시 영통동 970-3","-1","26","181","나쁨"
"2022-01-18","13:49","경기","수원시 영통구","영통로","경기도 수원시 영통구 영통동 979-5","경기도 수원시 영통구 영통동 948-2","0","23","631","매우나쁨"
"2022-01-18","14:27","경기","수원시 권선구","서수원로","경기도 수원시 권선구 금곡동 1004","경기 수원시 권선구 오목천동 274-1","0","24","143","보통"
"2022-01-18","14:47","경기","수원시 팔달구","수성로","경기도 수원시 권선구 구운동 543-2","경기도 수원시 팔달구 화서동 532-5","0","23","88","좋음"
"2022-01-18","15:40","경기","수원시 장안구","경수대로","경기도 수원시 장안구 이목동 897","경기도 수원시 장안구 영화동 106-3","0","30","122","보통"
"2022-01-18","09:51","충남","천안시 서북구","불당대로","충청남도 천안시 서북구 쌍용동 1899","충청남도 천안시 서북구 쌍용동 203-29","-5","52","5","매우좋음"
"2022-01-18","10:08","충남","아산시","새아산로","충청남도 아산시 배방읍 장재리 784-12","충청남도 아산시 탕정면 매곡리 144-1","-5","58","126","보통"
"2022-01-18","10:15","충남","아산시","연화로","충청남도 아산시 배방읍 장재리 2108","층청남도 아산시 배방읍 장재리 2030","-5","56","7","매우좋음"
"2022-01-18","10:28","충남","아산시","용연로","충청남도 아산시 배방읍 장재리 1954","충청남도 아산시 배방읍 장재리 1982","-5","54","9","매우좋음"
"2022-01-18","11:16","충남","아산시","온천대로","충청남도 아산시 신동 662-2","충청남도 아산시 방축동 151-19","-3","49","313","매우나쁨"
"2022-01-18","11:36","충남","아산시","문화로","충청남도 아산시 방축동 101-11","충청남도 아산시 풍기동 206-15","-3","50","175","나쁨"
"2022-01-18","12:31","충남","예산군","아리랑로","충청남도 예산군 예안읍 산성리 358-8","충청남도 예산군 예산읍 에산리 742-1","-2","49","381","매우나쁨"
"2022-01-20","12:12","경기","안양시 동안구","흥안대로","경기도 안양시 동안구 호계동 651-1","경기도 안양시 동안구 관양동 1505-22","0","52","12","매우좋음"
"2022-01-20","15:09","인천","강화군","강화대로","인천광역시 강화군 강화읍 갑곳리 651-2","인천광역시 강화군 강화읍 국화리 194-5","1","41","89","좋음"
"2022-01-21","11:15","경기","양주시","중앙로","경기도 양주시 백석읍 오산리 600-11","경기도 양주시 백석읍 방성리 628-4","-4","67","141","보통"
"2022-01-21","11:42","경기","양주시","고읍남로","경기도 양주시 광사동 651","경기도 양주시 광사동 691-2","-3","59","401","매우나쁨"
"2022-01-21","13:14","경기","양주시","옥정동로","경기도 양주시 옥정동 1049-8","경기도 양주시 옥정동 1008-1","1","47","16","매우좋음"
"2022-01-21","13:35","경기","양주시","독바위로","경기도 양주시 덕정동 211","경기도 양주시 고암동 126-8","2","45","178","나쁨"
"2022-01-21","14:31","경기","의정부시","천보로","경기도 의정부시 민락동 912","경기도 의정부시 금오동 93-9","3","30","211","매우나쁨"
"2022-01-21","14:42","경기","의정부시","동일로","경기도 의정부시 장암동 14-10","경기도 양주시 마전동 456-8","4","35","99","좋음"
"2022-01-21","14:58","경기","의정부시","경의로","경기도 의정부시 의정부동 617","경기도 의정부시 의정부동 141-24","3","34","154","나쁨"
"2022-01-21","15:03","경기","의정부시","호국로","경기도 의정부시 자일동 산 25-4","경기도 의정부시 가능동 575-2","3","34","128","보통"
"2022-01-21","11:16","경기","시흥시","시화벤처로","경기도 시흥시 정왕동 2635-1","경기도 시흥시 정왕동 2668-1","-1","57","402","매우나쁨"
"2022-01-21","12:11","경기","시흥시","계수로","경기도 시흥시 과림동 86-27","경기도 시흥시 대야동 678-2","1","43","234","매우나쁨"
"2022-01-21","14:44","인천","남구","인주대로","인천광역시 남구 용현동 685-11","인천광역시 남구 주안동 1484","4","41","18","매우좋음"
"2022-01-21","15:00","인천","남구","독배로","인천광역시 남구 숭의동 340-1","인천광역시 연수구 옥련동 64-64","3","43","32","매우좋음"
"2022-01-21","15:17","인천","연수구","비류대로","인천광역시 연수구 동춘동 947","인천광역시 연수구 옥련동 288-36","3","46","16","매우좋음"
"2022-01-21","15:27","인천","연수구","능허대로","인천광역시 연수구 동춘동 911","인천광역시 연수구 동춘동 947","3","43","46","매우좋음"
"2022-01-21","15:44","인천","연수구","송도국제대로","인천광역시 연수구 동춘동 947","인천광역시 연수구 옥련동 605-11","3","41","65","좋음"
"2022-01-24","11:26","경기","성남시 수정구","대왕판교로","경기도 성남시 수정구 신총동 119-2","경기도 성남시 수정구 고등동 423-7","8","53","7","매우좋음"
"2022-01-24","11:40","경기","성남시 수정구","성남대로","경기도 성남시 수정구 복정동 264-6","경기도 성남시 수정구 산성동 850","8","52","67","좋음"
"2022-01-24","13:12","경기","성남시 중원구","희망로","경기도 성남시 중원구 광명로 287","경기도 성남시 중원구 상대원동 5442-1","9","49","40","매우좋음"
"2022-01-24","13:27","경기","성남시 중원구","제일로","경기도 성남시 중원구 성남동 3129","경기도 성남시 중원구 성남동 1402","10","46","180","나쁨"
"2022-01-24","13:38","경기","성남시 중원구","둔촌대로","경기도 성남시 중원구 성남대로 1127","경기도 성남시 중원구 상대원동 434-8","9","48","19","매우좋음"
"2022-01-24","13:58","경기","성남시 중원구","금상로","경기도 성남시 중원구 상대원동 2987","경기도 성남시 중원구 상대원동 269-10","8","49","15","매우좋음"
"2022-01-24","14:13","경기","성남시 중원구","황송로","경기도 성남시 중원구 금광동 2500","경기도 성남시 중원구 금광동 2345","8","49","4","매우좋음"
"2022-01-24","14:16","경기","성남시 중원구","광명로","경기도 성남시 중원구 금광동 2600","경기도 성남시 수정구 수진동 4517","8","49","35","매우좋음"
"2022-01-24","14:42","경기","성남시 수정구","수정로","경기도 성남시 수정구 태평동 6975-5","경기도 성남시 수정구 산성동 850","9","48","9","매우좋음"
"2022-01-24","15:11","경기","성남시 중원구","성남대로","경기도 성남시 중원구 성남동 4123","경기도 성남시 수정구 수진동 4517","9","47","17","매우좋음"
"2022-01-24","15:17","경기","성남시 분당구","성남대로","경기도 성남시 중원구 여수동 188","경기도 성남시 분당구 구미동 196","9","48","52","좋음"
"2022-01-24","16:07","경기","성남시 분당구","분당로","경기도 성남시 분당구 수내동 44","경기도 성남시 분당구 서현로 498","8","49","109","보통"
"2022-01-26","11:23","경기","남양주시","늘을3로","경기도 남양주시 호평동 712","경기도 남양주시 호평동 679","2","63","36","매우좋음"
"2022-01-26","13:01","경기","구리시","아차산로","경기도 구리시 교문동 807-11","경기도 구리시 아천동 308-1","6","45","74","좋음"
"2022-01-26","13:20","경기","구리시","건원대로","경기도 구리시 인창동 410-5","경기도 구리시 인창동 266-8","6","43","164","나쁨"
"2022-01-26","13:26","경기","구리시","검배로","경기도 구리시 수택동 486-4","경기도 구리시 토평동 998","6","43","131","보통"
"2022-01-26","13:28","경기","구리시","벌말로","경기도 구리시 인창동 410-5","경기도 구리시 인창동 280-4","6","42","133","보통"
"2022-01-26","13:44","경기","하남시","미사대로","경기도 하남시 선동 421-1","경기도 하남시 신장동 616","6","44","135","보통"
"2022-01-26","13:27","경기","광주시","포돌이로","경기도 광주시 탄벌동 541-2","경기도 광주시 탄벌동 53-2","6","47","159","나쁨"
"2022-01-26","13:36","경기","광주시","경안로","경기도 광주시 곤지암읍 곤지암리 337","경기도 광주시 곤지암읍 열미리 476-6","6","44","246","매우나쁨"
"2022-01-26","14:55","경기","광주시","광여로","경기도 광주시 경안동 129-34","경기도 광주시 경안동 25-3","7","43","598","매우나쁨"
"2022-01-27","13:32","경기","포천시","태봉로","경기도 포천시 소홀읍 이동교리 150-6","경기도 포천시 송우리731","3","35","284","매우나쁨"
"2022-01-27","13:51","경기","포천시","호국로","경기도 포천시 허룡동 411-1","경기도 포천시 군내면 하성북리 522-3","3","40","125","보통"
"2022-01-27","13:58","경기","포천시","중앙로","경기도 포천시 신북면 가채리 804-9","경기도 포천시 신읍동 391-1","3","40","582","매우나쁨"
"2022-01-27","15:25","경기","동두천시","강변로","경기도 동두천시 평화로 2085","경기도 동두천시 상봉암동 115","4","34","77","좋음"
"2022-01-27","15:51","경기","동두천시","상패로","경기도 동두천시 생연동 745-11","경기도 동두천시 보산동437-3","4","34","313","매우나쁨"
"2022-01-27","15:57","경기","동두천시","삼육사로","경기도 동두천시 상패동 110-4","경기도 동두천시 생연동 317-11","4","34","222","매우나쁨"
"2022-01-27","16:12","경기","동두천시","이담로","경기도 동두천시 지행동 354","경기도 동두천시 지행동 717-2","4","35","525","매우나쁨"
"2022-01-27","13:31","경기","군포시","호수로","경기도 군포시 둔대동 산 107-6","경기도 군포시 대야미동681","3","40","140","보통"
"2022-01-27","13:57","경기","군포시","군포로","경기도 군포시 대야미동 304-6","경기도 군포시 산본동 75-61","4","35","30","매우좋음"
"2022-01-27","14:28","경기","군포시","공단로140번길","경기도 군포시 당정동 174-13","경기도 군포시 당정동 1097","4","34","116","보통"
"2022-01-27","14:35","경기","의왕시","경수대로","경기도 의왕시 왕곡동 611-4","경기도 의왕시 오전동 35-21","4","33","165","나쁨"
"2022-01-27","15:58","경기","과천시","별양로","경기도 과천시 갈현동 639","경기도 과천시 중앙동 65","4","32","102","보통"
"2022-01-27","16:08","경기","과천시","중앙로","경기도 과천시 중앙동 78","경기도 과천시 갈현동 8-17","4","33","21","매우좋음"
