날짜,지점,강수량(mm)
20191225,동두천,0.0
20191226,동두천,0.0
20191227,동두천,0.0
20191228,동두천,0.0
20191229,동두천,0.1
20191230,동두천,0.5
20191231,동두천,0.0
20200101,동두천,0.1
20200102,동두천,0.0
20200103,동두천,0.0
20200104,동두천,0.0
20200105,동두천,0.0
20200106,동두천,2.5
20200107,동두천,49.1
20200108,동두천,19.3
20200109,동두천,0.0
20200110,동두천,0.0
20200111,동두천,0.0
20200112,동두천,0.0
20200113,동두천,0.0
20200114,동두천,0.0
20200115,동두천,0.0
20200116,동두천,0.0
20200117,동두천,0.0
20200118,동두천,0.0
20200119,동두천,0.2
20200120,동두천,0.0
20200121,동두천,0.0
20200122,동두천,0.0
20200123,동두천,0.0
20200124,동두천,0.0
20200125,동두천,0.0
20200126,동두천,0.0
20200127,동두천,0.0
20200128,동두천,0.2
20200129,동두천,0.0
20200130,동두천,0.0
20200131,동두천,0.0
20200201,동두천,0.0
20200202,동두천,0.0
20200203,동두천,0.0
20200204,동두천,1.6
20200205,동두천,0.0
20200206,동두천,0.0
20200207,동두천,0.0
20200208,동두천,0.0
20200209,동두천,0.0
20200210,동두천,0.0
20200211,동두천,0.0
20200212,동두천,3.9
20200213,동두천,0.0
20200214,동두천,0.0
20200215,동두천,1.6
20200216,동두천,11.0
20200217,동두천,0.1
20200218,동두천,0.0
20200219,동두천,0.0
20200220,동두천,0.0
20200221,동두천,6.7
20200222,동두천,3.6
20200223,동두천,0.0
20200224,동두천,0.0
20200225,동두천,22.9
20200226,동두천,0.0
20200227,동두천,0.0
20200228,동두천,3.4
20200229,동두천,0.0
20200301,동두천,1.5
20200302,동두천,0.0
20200303,동두천,0.0
20200304,동두천,0.0
20200305,동두천,0.0
20200306,동두천,0.0
20200307,동두천,0.0
20200308,동두천,0.0
20200309,동두천,0.0
20200310,동두천,14.0
20200311,동두천,0.0
20200312,동두천,0.0
20200313,동두천,0.2
20200314,동두천,0.0
20200315,동두천,0.0
20200316,동두천,0.0
20200317,동두천,0.8
20200318,동두천,0.0
20200319,동두천,0.0
20200320,동두천,0.0
20200321,동두천,0.0
20200322,동두천,0.0
20200323,동두천,0.0
20200324,동두천,0.0
20200325,동두천,0.0
20200326,동두천,0.7
20200327,동두천,2.5
20200328,동두천,0.0
20200329,동두천,0.0
20200330,동두천,0.0
20200331,동두천,0.0
20200401,동두천,0.0
20200402,동두천,0.0
20200403,동두천,0.0
20200404,동두천,0.0
20200405,동두천,0.0
20200406,동두천,0.0
20200407,동두천,0.0
20200408,동두천,0.0
20200409,동두천,0.0
20200410,동두천,0.0
20200411,동두천,0.0
20200412,동두천,0.0
20200413,동두천,0.0
20200414,동두천,0.0
20200415,동두천,0.0
20200416,동두천,0.0
20200417,동두천,13.7
20200418,동두천,0.0
20200419,동두천,5.5
20200420,동두천,0.3
20200421,동두천,0.0
20200422,동두천,0.0
20200423,동두천,0.0
20200424,동두천,0.0
20200425,동두천,0.0
20200426,동두천,0.0
20200427,동두천,0.0
20200428,동두천,0.0
20200429,동두천,0.0
20200430,동두천,0.0
20200501,동두천,0.0
20200502,동두천,0.0
20200503,동두천,0.0
20200504,동두천,0.0
20200505,동두천,0.0
20200506,동두천,0.0
20200507,동두천,0.0
20200508,동두천,6.8
20200509,동두천,38.8
20200510,동두천,0.8
20200511,동두천,1.8
20200512,동두천,3.6
20200513,동두천,0.0
20200514,동두천,0.0
20200515,동두천,8.5
20200516,동두천,1.2
20200517,동두천,0.0
20200518,동두천,37.0
20200519,동두천,8.3
20200520,동두천,0.0
20200521,동두천,0.0
20200522,동두천,0.0
20200523,동두천,0.0
20200524,동두천,23.0
20200525,동두천,0.0
20200526,동두천,4.3
20200527,동두천,0.0
20200528,동두천,0.0
20200529,동두천,0.0
20200530,동두천,0.0
20200531,동두천,0.2
20200601,동두천,0.5
20200602,동두천,3.1
20200603,동두천,0.0
20200604,동두천,0.0
20200605,동두천,0.0
20200606,동두천,0.0
20200607,동두천,0.0
20200608,동두천,0.0
20200609,동두천,0.0
20200610,동두천,2.0
20200611,동두천,0.0
20200612,동두천,0.0
20200613,동두천,0.0
20200614,동두천,0.6
20200615,동두천,0.0
20200616,동두천,0.0
20200617,동두천,0.0
20200618,동두천,0.0
20200619,동두천,0.0
20200620,동두천,0.0
20200621,동두천,0.0
20200622,동두천,0.0
20200623,동두천,0.0
20200624,동두천,48.4
20200625,동두천,10.6
20200626,동두천,1.6
20200627,동두천,0.0
20200628,동두천,0.0
20200629,동두천,4.7
20200630,동두천,57.1
20200701,동두천,0.5
20200702,동두천,0.0
20200703,동두천,0.0
20200704,동두천,0.2
20200705,동두천,0.0
20200706,동두천,0.0
20200707,동두천,0.0
20200708,동두천,0.0
20200709,동두천,0.0
20200710,동두천,40.0
20200711,동두천,0.1
20200712,동두천,0.8
20200713,동두천,15.5
20200714,동두천,10.0
20200715,동두천,0.0
20200716,동두천,0.0
20200717,동두천,0.0
20200718,동두천,8.0
20200719,동두천,20.4
20200720,동두천,2.7
20200721,동두천,0.2
20200722,동두천,1.8
20200723,동두천,95.2
20200724,동두천,7.8
20200725,동두천,0.0
20200726,동두천,1.1
20200727,동두천,2.5
20200728,동두천,0.0
20200729,동두천,36.2
20200730,동두천,0.3
20200731,동두천,4.7
20200801,동두천,73.4
20200802,동두천,78.0
20200803,동두천,82.7
20200804,동두천,58.0
20200805,동두천,59.1
20200806,동두천,83.4
20200807,동두천,0.0
20200808,동두천,12.4
20200809,동두천,129.1
20200810,동두천,47.1
20200811,동두천,58.7
20200812,동두천,0.0
20200813,동두천,0.2
20200814,동두천,2.1
20200815,동두천,2.2
20200816,동두천,0.0
20200817,동두천,0.0
20200818,동두천,0.0
20200819,동두천,0.0
20200820,동두천,0.0
20200821,동두천,10.2
20200822,동두천,10.2
20200823,동두천,0.0
20200824,동두천,0.0
20200825,동두천,0.0
20200826,동두천,0.0
20200827,동두천,11.1
20200828,동두천,19.4
20200829,동두천,15.2
20200830,동두천,5.3
20200831,동두천,0.0
20200901,동두천,0.0
20200902,동두천,20.7
20200903,동두천,33.9
20200904,동두천,0.0
20200905,동두천,0.0
20200906,동두천,2.6
20200907,동두천,45.0
20200908,동두천,0.0
20200909,동두천,17.3
20200910,동두천,1.9
20200911,동두천,0.9
20200912,동두천,4.4
20200913,동두천,0.0
20200914,동두천,0.0
20200915,동두천,0.0
20200916,동두천,3.7
20200917,동두천,0.0
20200918,동두천,0.0
20200919,동두천,0.0
20200920,동두천,0.0
20200921,동두천,0.0
20200922,동두천,0.0
20200923,동두천,0.0
20200924,동두천,0.0
20200925,동두천,0.0
20200926,동두천,0.0
20200927,동두천,0.0
20200928,동두천,0.0
20200929,동두천,0.0
20200930,동두천,0.0
20201001,동두천,0.0
20201002,동두천,1.4
20201003,동두천,0.0
20201004,동두천,1.5
20201005,동두천,0.0
20201006,동두천,0.0
20201007,동두천,0.0
20201008,동두천,0.0
20201009,동두천,0.0
20201010,동두천,0.0
20201011,동두천,0.0
20201012,동두천,0.0
20201013,동두천,0.0
20201014,동두천,0.0
20201015,동두천,0.0
20201016,동두천,0.0
20201017,동두천,0.0
20201018,동두천,0.0
20201019,동두천,0.0
20201020,동두천,0.0
20201021,동두천,0.0
20201022,동두천,0.0
20201023,동두천,0.0
20201024,동두천,0.0
20201025,동두천,0.0
20201026,동두천,0.0
20201027,동두천,0.0
20201028,동두천,0.0
20201029,동두천,0.0
20201030,동두천,0.0
20201031,동두천,0.0
20201101,동두천,2.0
20201102,동두천,0.0
20201103,동두천,0.0
20201104,동두천,0.0
20201105,동두천,0.0
20201106,동두천,0.0
20201107,동두천,0.0
20201108,동두천,0.0
20201109,동두천,0.0
20201110,동두천,0.0
20201111,동두천,0.0
20201112,동두천,0.0
20201113,동두천,0.0
20201114,동두천,0.0
20201115,동두천,0.0
20201116,동두천,0.0
20201117,동두천,0.0
20201118,동두천,16.7
20201119,동두천,52.5
20201120,동두천,0.0
20201121,동두천,0.2
20201122,동두천,2.5
20201123,동두천,0.0
20201124,동두천,0.0
20201125,동두천,0.0
20201126,동두천,0.0
20201127,동두천,0.0
20201128,동두천,0.0
20201129,동두천,0.0
20201130,동두천,0.0
20201201,동두천,0.0
20201202,동두천,0.0
20201203,동두천,0.0
20201204,동두천,0.0
20201205,동두천,0.0
20201206,동두천,0.0
20201207,동두천,0.0
20201208,동두천,0.0
20201209,동두천,0.0
20201210,동두천,0.0
20201211,동두천,0.0
20201212,동두천,0.0
20201213,동두천,0.0
20201214,동두천,0.0
20201215,동두천,0.0
20201216,동두천,0.0
20201217,동두천,0.0
20201218,동두천,0.2
20201219,동두천,0.0
20201220,동두천,0.0
20201221,동두천,0.0
20201222,동두천,0.1
20201223,동두천,0.0
20201224,동두천,0.0
20201225,동두천,0.0
20201226,동두천,0.0
20201227,동두천,0.0
20201228,동두천,0.3
20201229,동두천,0.0
20201230,동두천,0.0
20201231,동두천,0.0
20210101,동두천,0.0
20210102,동두천,0.0
20210103,동두천,0.0
20210104,동두천,0.5
20210105,동두천,0.0
20210106,동두천,1.9
20210107,동두천,0.0
20210108,동두천,0.0
20210109,동두천,0.0
20210110,동두천,0.0
20210111,동두천,0.0
20210112,동두천,1.9
20210113,동두천,0.0
20210114,동두천,0.0
20210115,동두천,0.6
20210116,동두천,0.0
20210117,동두천,0.0
20210118,동두천,1.8
20210119,동두천,0.0
20210120,동두천,0.0
20210121,동두천,4.7
20210122,동두천,0.0
20210123,동두천,0.0
20210124,동두천,0.0
20210125,동두천,0.0
20210126,동두천,0.8
20210127,동두천,0.0
20210128,동두천,3.2
20210129,동두천,0.0
20210130,동두천,0.0
20210131,동두천,0.0
20210201,동두천,1.1
20210202,동두천,0.0
20210203,동두천,5.8
20210204,동두천,0.3
20210205,동두천,0.0
20210206,동두천,0.0
20210207,동두천,0.0
20210208,동두천,0.0
20210209,동두천,0.0
20210210,동두천,0.0
20210211,동두천,0.0
20210212,동두천,0.0
20210213,동두천,0.0
20210214,동두천,0.0
20210215,동두천,1.3
20210216,동두천,0.0
20210217,동두천,0.0
20210218,동두천,0.0
20210219,동두천,0.0
20210220,동두천,0.0
20210221,동두천,0.0
20210222,동두천,0.0
20210223,동두천,0.0
20210224,동두천,0.0
20210225,동두천,0.0
20210226,동두천,0.0
20210227,동두천,0.0
20210228,동두천,0.0
20210301,동두천,70.7
20210302,동두천,0.1
20210303,동두천,0.0
20210304,동두천,0.0
20210305,동두천,0.0
20210306,동두천,0.0
20210307,동두천,0.0
20210308,동두천,0.0
20210309,동두천,0.0
20210310,동두천,0.0
20210311,동두천,0.0
20210312,동두천,0.0
20210313,동두천,0.0
20210314,동두천,0.0
20210315,동두천,0.9
20210316,동두천,0.5
20210317,동두천,0.0
20210318,동두천,0.0
20210319,동두천,0.0
20210320,동두천,4.3
20210321,동두천,0.0
20210322,동두천,0.0
20210323,동두천,0.0
20210324,동두천,0.0
20210325,동두천,0.0
20210326,동두천,0.0
20210327,동두천,17.5
20210328,동두천,13.4
20210329,동두천,0.4
20210330,동두천,0.0
20210331,동두천,0.0
20210401,동두천,0.0
20210402,동두천,0.0
20210403,동두천,49.0
20210404,동두천,0.1
20210405,동두천,0.0
20210406,동두천,0.0
20210407,동두천,0.0
20210408,동두천,0.0
20210409,동두천,0.0
20210410,동두천,0.0
20210411,동두천,0.0
20210412,동두천,24.5
20210413,동두천,8.7
20210414,동두천,0.0
20210415,동두천,0.0
20210416,동두천,0.3
20210417,동두천,0.6
20210418,동두천,0.0
20210419,동두천,0.0
20210420,동두천,0.0
20210421,동두천,0.0
20210422,동두천,0.0
20210423,동두천,0.0
20210424,동두천,0.0
20210425,동두천,0.0
20210426,동두천,0.0
20210427,동두천,2.9
20210428,동두천,1.4
20210429,동두천,0.5
20210430,동두천,11.3
20210501,동두천,9.3
20210502,동두천,0.0
20210503,동두천,0.0
20210504,동두천,28.6
20210505,동두천,0.2
20210506,동두천,0.0
20210507,동두천,10.8
20210508,동두천,0.0
20210509,동두천,0.0
20210510,동두천,0.0
20210511,동두천,0.0
20210512,동두천,0.0
20210513,동두천,0.0
20210514,동두천,0.0
20210515,동두천,14.4
20210516,동두천,79.4
