날짜,지점,강수량(mm)
20210915,파주,0.0
20210916,파주,0.0
20210917,파주,0.0
20210918,파주,0.0
20210919,파주,0.0
20210920,파주,0.0
20210921,파주,47.2
20210922,파주,3.8
20210923,파주,0.0
20210924,파주,0.0
20210925,파주,0.0
20210926,파주,0.0
20210927,파주,0.0
20210928,파주,2.9
20210929,파주,11.1
20210930,파주,0.0
20211001,파주,1.2
20211002,파주,0.0
20211003,파주,0.0
20211004,파주,42.5
20211005,파주,1.4
20211006,파주,5.2
20211007,파주,5.2
20211008,파주,0.6
20211009,파주,0.0
20211010,파주,15.1
20211011,파주,1.9
20211012,파주,0.0
20211013,파주,0.0
20211014,파주,0.0
20211015,파주,1.5
20211016,파주,0.0
20211017,파주,0.0
20211018,파주,3.5
20211019,파주,0.0
20211020,파주,0.0
20211021,파주,0.0
20211022,파주,0.0
20211023,파주,0.0
20211024,파주,0.0
20211025,파주,0.0
20211026,파주,0.0
20211027,파주,0.0
20211028,파주,0.0
20211029,파주,0.0
20211030,파주,0.0
20211031,파주,1.3
20211101,파주,0.0
20211102,파주,0.0
20211103,파주,0.0
20211104,파주,0.0
20211105,파주,0.0
20211106,파주,0.0
20211107,파주,0.0
20211108,파주,19.8
20211109,파주,0.0
20211110,파주,0.0
20211111,파주,0.0
20211112,파주,0.0
20211113,파주,0.0
20211114,파주,0.0
20211115,파주,0.0
20211116,파주,0.0
20211117,파주,0.0
20211118,파주,0.0
20211119,파주,0.0
20211120,파주,0.0
20211121,파주,3.9
20211122,파주,0.4
20211123,파주,0.0
20211124,파주,0.0
20211125,파주,0.0
20211126,파주,0.0
20211127,파주,0.0
20211128,파주,0.0
20211129,파주,0.0
20211130,파주,23.1
20211201,파주,0.0
20211202,파주,0.0
20211203,파주,0.1
20211204,파주,0.0
20211205,파주,0.0
20211206,파주,0.0
20211207,파주,0.0
20211208,파주,0.0
20211209,파주,0.0
20211210,파주,1.8
20211211,파주,0.0
20211212,파주,0.0
20211213,파주,0.0
20211214,파주,1.2
20211215,파주,0.5
20211216,파주,0.0
20211217,파주,0.0
20211218,파주,1.7
20211219,파주,0.1
20211220,파주,0.0
20211221,파주,0.0
20211222,파주,0.0
20211223,파주,0.0
20211224,파주,0.3
20211225,파주,0.0
20211226,파주,0.0
20211227,파주,0.0
20211228,파주,0.0
20211229,파주,0.1
20211230,파주,0.0
20211231,파주,0.0
20220101,파주,0.0
20220102,파주,0.4
20220103,파주,0.0
20220104,파주,0.0
20220105,파주,0.0
20220106,파주,0.0
20220107,파주,0.0
20220108,파주,0.0
20220109,파주,0.0
20220110,파주,1.5
20220111,파주,0.0
20220112,파주,0.0
20220113,파주,0.0
20220114,파주,0.0
20220115,파주,0.0
20220116,파주,0.0
20220117,파주,0.3
20220118,파주,0.0
20220119,파주,2.2
20220120,파주,0.0
20220121,파주,0.0
20220122,파주,0.0
20220123,파주,0.0
20220124,파주,0.0
20220125,파주,0.0
20220126,파주,0.0
20220127,파주,0.0
20220128,파주,0.0
20220129,파주,0.0
20220130,파주,0.0
20220131,파주,2.8
20220201,파주,0.2
20220202,파주,0.0
20220203,파주,0.0
20220204,파주,0.0
20220205,파주,0.0
20220206,파주,0.0
20220207,파주,0.0
20220208,파주,0.0
20220209,파주,0.0
20220210,파주,0.0
20220211,파주,0.0
20220212,파주,0.0
20220213,파주,0.0
20220214,파주,1.5
20220215,파주,0.0
20220216,파주,0.0
20220217,파주,0.0
20220218,파주,0.0
20220219,파주,0.0
20220220,파주,0.0
20220221,파주,0.4
20220222,파주,0.0
20220223,파주,0.0
20220224,파주,0.0
20220225,파주,0.0
20220226,파주,0.5
20220227,파주,0.0
20220228,파주,0.0
20220301,파주,1.1
20220302,파주,0.0
20220303,파주,0.0
20220304,파주,0.0
20220305,파주,0.0
20220306,파주,0.0
20220307,파주,0.0
20220308,파주,0.0
20220309,파주,0.0
20220310,파주,0.0
20220311,파주,0.0
20220312,파주,14.0
20220313,파주,16.0
20220314,파주,5.5
20220315,파주,0.0
20220316,파주,0.0
20220317,파주,0.0
20220318,파주,0.0
20220319,파주,14.2
20220320,파주,0.0
20220321,파주,0.0
20220322,파주,0.0
20220323,파주,0.0
20220324,파주,0.0
20220325,파주,10.6
20220326,파주,41.2
20220327,파주,0.0
20220328,파주,0.0
20220329,파주,0.0
20220330,파주,0.7
20220331,파주,0.0
20220401,파주,0.0
20220402,파주,0.0
20220403,파주,0.0
20220404,파주,0.0
20220405,파주,0.0
20220406,파주,0.0
20220407,파주,0.0
20220408,파주,0.0
20220409,파주,0.0
20220410,파주,0.0
20220411,파주,0.0
20220412,파주,3.3
20220413,파주,0.1
20220414,파주,0.0
20220415,파주,0.0
20220416,파주,0.0
20220417,파주,0.0
20220418,파주,0.0
20220419,파주,0.0
20220420,파주,0.0
20220421,파주,0.0
20220422,파주,0.0
20220423,파주,0.0
20220424,파주,0.1
20220425,파주,1.0
20220426,파주,0.2
20220427,파주,0.0
20220428,파주,0.0
20220429,파주,14.8
20220430,파주,0.0
20220501,파주,0.0
20220502,파주,0.0
20220503,파주,0.0
20220504,파주,0.0
20220505,파주,0.0
20220506,파주,0.0
20220507,파주,0.0
20220508,파주,2.2
20220509,파주,0.0
20220510,파주,0.0
20220511,파주,0.0
20220512,파주,0.0
20220513,파주,0.0
20220514,파주,0.0
20220515,파주,0.0
20220516,파주,0.0
20220517,파주,0.0
20220518,파주,1.2
20220519,파주,0.0
20220520,파주,0.0
20220521,파주,0.0
20220522,파주,0.0
20220523,파주,0.0
20220524,파주,0.0
20220525,파주,8.5
20220526,파주,0.0
20220527,파주,0.0
20220528,파주,0.0
20220529,파주,0.0
20220530,파주,0.8
20220531,파주,0.0
20220601,파주,0.0
20220602,파주,0.0
20220603,파주,0.0
20220604,파주,0.0
20220605,파주,0.1
20220606,파주,8.8
20220607,파주,0.0
20220608,파주,0.0
20220609,파주,1.0
20220610,파주,1.6
20220611,파주,0.0
20220612,파주,0.0
20220613,파주,23.2
20220614,파주,0.0
20220615,파주,17.5
20220616,파주,0.9
20220617,파주,0.0
20220618,파주,0.0
20220619,파주,0.3
20220620,파주,0.0
